帖子编号,固定链接,发布消息,类型,国家/地区,语言,发了帖子,受众定位,广告发布期间帖子总覆盖人数,广告发布期间帖子自然覆盖人数,广告发布期间帖子付费覆盖人数,广告发布期间帖子总展示次数,广告发布期间帖子自然展示次数,广告发布期间帖子付费展示次数,广告发布期间互动用户人数,广告发布期间帖子消费者人数,广告发布期间帖子使用量,广告发布期间的负面反馈,广告发布期间用户负面反馈次数,广告发布期间帖子对赞主页用户的展示次数,广告发布期间帖子覆盖人数（按赞主页的用户）,广告发布期间帖子对赞主页用户的展示次数,广告发布期间帖子对赞主页用户的付费覆盖人数,广告发布期间赞主页和与帖子互动的用户人数,"广告发布期间 95% 自然观看量","广告发布期间 95% 自然观看量","广告发布期间 95% 视频付费观看量","广告发布期间 95% 视频付费观看量",广告发布期间视频自然观看量,广告发布期间视频自然观看量,广告发布期间视频付费观看量,广告发布期间视频付费观看量,广告发布期间的视频平均观看时间,视频总时长,"广告发布期间（帖子）谈论次数（按操作类型） - share","广告发布期间（帖子）谈论次数（按操作类型） - like","广告发布期间（帖子）谈论次数（按操作类型） - comment","广告发布期间的帖子动态（按操作类型） - share","广告发布期间的帖子动态（按操作类型） - like","广告发布期间的帖子动态（按操作类型） - comment","广告发布期间帖子消费者（按类型） - other clicks","广告发布期间帖子消费者（按类型） - photo view","广告发布期间帖子消费者（按类型） - video play","广告发布期间帖子消费者（按类型） - link clicks","广告发布期间帖子使用量 - 按类型 - other clicks","广告发布期间帖子使用量 - 按类型 - photo view","广告发布期间帖子使用量 - 按类型 - video play","广告发布期间帖子使用量 - 按类型 - link clicks","广告发布期间用户负面反馈次数 - 按类型 - hide_clicks","广告发布期间用户负面反馈次数 - 按类型 - hide_all_clicks","广告发布期间用户负面反馈次数 - 按类型 - unlike_page_clicks","广告发布期间用户负面反馈次数 - 按类型 - report_spam_clicks","广告发布期间的负面反馈 - hide_clicks","广告发布期间的负面反馈 - hide_all_clicks","广告发布期间的负面反馈 - unlike_page_clicks","广告发布期间的负面反馈 - report_spam_clicks"
169799706487474_1248238771976890,https://www.facebook.com/CGTNFrancais/posts/1248238771976890,"Le bilan de l'attentat à l'ambulance piégée à Kaboul s'élève à 95 morts 

Le bilan de l'explosion d'une ambulance piégée déclenchée par un terroriste samedi à #Kaboul, capitale afghane, s'élève à 95 morts et 158 blessés, a-t-on appris du ministère de la Santé publique.

L'explosion a eu lieu près de la place Sidarat, a indiqué le porte-parole du ministère, Whahid Majroh, joint au téléphone par Xinhua.

L'explosion s'est produite vers 12h50 heure locale (08h20 GMT) devant l'hôpital Jamhoriat, où se situent plusieurs bureaux de gouvernement.",Photo,,,"01/27/2018 05:25:02 PM"," ",135048,134772,0,237035,235350,0,5259,3996,4553,15,17,232734,133422,0,0,5142,0,0,0,0,0,0,0,0,0,0,46,1462,33,46,1483,39,1161,2984,,,1322,3231,,,15,2,,,13,2,,
169799706487474_1247581062042661,https://www.facebook.com/CGTNFrancais/posts/1247581062042661,"Le musée du Palais impérial vient de lancer un sac brodé dont le motif, un oiseau à trois pattes, trouve son origine sur une robe portée par un empereur chinois. Ce n’est en effet pas la première création de mode issue du musée. L’établissement avait déjà créé des accessoires tels qu’un collier choker et un chapeau.",Photo,,,"01/27/2018 12:00:00 PM"," ",111785,111331,0,204912,203817,0,3601,1833,2100,9,9,201544,109814,0,0,3532,0,0,0,0,0,0,0,0,0,0,31,1877,14,36,1877,14,571,1333,1,,654,1445,1,,4,5,,,4,5,,
169799706487474_1247705045363596,https://www.facebook.com/CGTNFrancais/videos/1247705045363596/,"Les routes, les gares, et même le célèbre Musée du Louvre, sont sous la menace des eaux de la Seine à Paris. De fortes pluies ont fait monter le fleuve à un niveau de plus de 6 mètres samedi. C'est au moins 4 mètres plus haut que la normale. Le trafic fluvial a été suspendu, dont les fameux bateaux-mouches, les bateaux de tourisme de la capitale.",Video,,,"01/27/2018 11:30:00 AM"," ",84179,82810,0,145282,142104,0,7479,6990,12645,5,5,136764,79973,0,0,7017,1436,1443,0,0,20354,20781,0,0,12875,97299,164,731,22,168,760,25,6676,26,4541,,7921,27,4697,,3,2,,,3,2,,
169799706487474_1247569842043783,https://www.facebook.com/CGTNFrancais/posts/1247569842043783,"#JO2018 Les Jeux olympiques d'hiver de 2018 à Pyeongchang, en Corée du Sud, auront lieu du 9 au 25 février 2018. Suivant la tradition olympique, Beijing présentera un spectacle artistique de huit minutes lors de la cérémonie de clôture des Jeux olympiques d'hiver en Corée du Sud le 25 février.",Photo,,,"01/27/2018 11:00:00 AM"," ",51714,51471,0,96679,96038,0,1584,904,1051,5,6,94782,50853,0,0,1558,0,0,0,0,0,0,0,0,0,0,15,737,3,16,750,5,319,634,,,371,680,,,4,2,,,3,2,,
169799706487474_1247580295376071,https://www.facebook.com/CGTNFrancais/posts/1247580295376071,"Des manchots profitent du froid à Harbin Polarland, à Harbin, capitale de la province chinoise du Heilongjiang (nord-est), le 25 janvier 2018. Un front froid a frappé Harbin, et la température la plus élevée est tombée à moins 25 degrés Celsius.",Photo,,,"01/27/2018 10:00:00 AM"," ",93672,93114,0,169605,168538,0,2839,1416,1656,5,6,166724,92082,0,0,2796,0,0,0,0,0,0,0,0,0,0,28,1464,10,33,1507,10,486,1021,,,554,1102,,,3,3,,,3,3,,
169799706487474_1247567418710692,https://www.facebook.com/CGTNFrancais/posts/1247567418710692,"Le président américain Donald Trump a annoncé vendredi à Davos, en Suisse, que les Etats-Unis connaissent une dépense du budget militaire historique, expliquant que la sécurité est indispensable pour la prospérité. &quot;Nous faisons des investissements historiques dans le domaine militaire américain - parce que nous ne pouvons pas réaliser la prospérité sans la sécurité&quot;, s'est adressé M. Trump à la 48e réunion annuelle du Forum économique mondial.",Photo,,,"01/27/2018 09:00:00 AM"," ",65404,65085,0,121915,121280,0,1404,841,940,3,3,120010,63873,0,0,1380,0,0,0,0,0,0,0,0,0,0,17,595,14,19,609,14,595,283,,,652,288,,,1,2,,,1,2,,
169799706487474_1247568455377255,https://www.facebook.com/CGTNFrancais/posts/1247568455377255,"#NouvelAnChinois2018 Fabrication de lanternes dans une usine de Luyang, arrondissement de la ville de Hefei, capitale de la province chinoise de l'Anhui (est), le 24 janvier 2018. A l'approche de la fête du Printemps, les ouvriers de cette usine travaillent avec ardeur pour répondre aux commandes de leurs clients.",Photo,,,"01/27/2018 08:01:00 AM"," ",85025,84644,0,147955,147266,0,2904,1760,1929,6,6,145556,83483,0,0,2851,0,0,0,0,0,0,0,0,0,0,32,1157,6,33,1198,7,444,1374,,,510,1419,,,3,3,,,3,3,,
169799706487474_1247673492033418,https://www.facebook.com/CGTNFrancais/videos/1247673492033418/,"Depuis l'antiquité, l'Égypte est une plate-forme commerciale. Aujourd'hui, avec l'avancement de l'initiative Ceinture et Route, une entreprise chinoise de l'Internet mobile a flairé plusieurs opportunités. Uplive est devenue la principale plate-forme de streaming en direct en Égypte. Elle a été développée par le Groupe Asia Innovations, basé à Beijing. L'application chinoise apporte la frénésie asiatique de streaming en direct jusqu'en Égypte, tout en construisant un lien de communication interculturelle.",Video,,,"01/27/2018 07:30:00 AM"," ",22259,22259,0,42280,42252,0,1698,1619,3034,8,8,39741,20699,0,0,1552,38,42,0,0,3197,3440,0,0,6699,164051,6,120,2,11,122,2,1474,13,1053,,1867,14,1153,,5,3,,,5,3,,
169799706487474_1247575285376572,https://www.facebook.com/CGTNFrancais/posts/1247575285376572,"CGTN Français recrute des francophones, avec de très bonnes rémunérations à la clé！
Capacités générales requises： 
- Excellente maîtrise du français et de l'anglais, oral et écrit. La compétence du chinois mandarin oral et/ou écrit est un plus !
- Connaissance des actualités chinoises et internationales
- Licence ou baccalauréat avec 5 ans d’expérience dans les médias ou master avec 2 années d’expérience dans les médias, notamment d'une chaîne de télévision francophone ou tout autre type de média
- Bonne présentation, personne dynamique et volontaire
- Capacités requises au Service Nouveaux Médias
- Aptitude à repérer rapidement les informations qui susciteront un engouement sur les réseaux sociaux
- Être au courant des derniers critères techniques d’Internet ainsi que du milieu de l’information",Photo,,,"01/27/2018 07:00:00 AM"," ",74610,74460,0,140264,139825,0,1815,1242,1440,7,7,138125,73484,0,0,1791,0,0,0,0,0,0,0,0,0,0,14,591,9,16,593,10,516,795,,,603,837,,,2,5,,,2,5,,
169799706487474_1247569015377199,https://www.facebook.com/CGTNFrancais/posts/1247569015377199,"Des habitants lors d'une célébration marquant le Nouvel An de l'ethnie Miao dans le district autonome Miao de Rongshui, dans la région autonome Zhuang du Guangxi dans le sud de la Chine, le 25 janvier 2018.",Photo,,,"01/27/2018 06:00:00 AM"," ",107623,107507,0,196975,196605,0,2967,1725,1946,11,11,194354,106564,0,0,2917,0,0,0,0,0,0,0,0,0,0,24,1273,5,26,1283,5,509,1282,,,574,1372,,,4,7,,,4,7,,
169799706487474_1247567928710641,https://www.facebook.com/CGTNFrancais/posts/1247567928710641,"Plus de diplômés chinois étudiant dans des universités étrangères rentrent en Chine que dans le passé, en raison des facteurs comme la puissance de l'économie chinoise, notamment dans l'industrie des technologies, selon le magazine Forbes. La Chine regagne ses &quot;tortues de mer&quot;, expression chinoise pour désigner ceux qui reviennent après avoir étudié à l'étranger, indique Forbes.",Photo,,,"01/27/2018 05:00:00 AM"," ",63019,62726,0,119884,119287,0,1520,1063,1198,6,6,117844,62168,0,0,1478,0,0,0,0,0,0,0,0,0,0,13,511,4,13,514,4,460,660,,,498,700,,,3,3,,,3,3,,
169799706487474_1247669958700438,https://www.facebook.com/CGTNFrancais/videos/1247669958700438/,"#CorrespondantsSpéciaux La statue du célèbre pharaon Ramses 2 a été transféré jeudi 25 janvier ,du dépôt où elle se trouvait dans la région des pyramides,vers son nouvel emplacement dans le grand musée égyptien. Notre correspondant en Égypte,Ashraf Massoud a assisté à cette cérémonie.",Video,,,"01/27/2018 04:40:00 AM"," ",29633,29327,0,53295,52771,0,2121,2019,3606,4,4,49815,27179,0,0,1933,101,103,0,0,4880,5105,0,0,7637,171305,12,183,7,14,185,7,1830,5,1220,,2274,5,1327,,2,2,,,2,2,,
169799706487474_1247038442096923,https://www.facebook.com/CGTNFrancais/posts/1247038442096923,"#UnAnDiscoursXiDavos Le président chinois Xi Jinping a prononcé un discours durant la cérémonie d'ouverture de la réunion annuelle du Forum économique mondial, à Davos en Suisse, le 17 janvier 2017. Voici les dix points à retenir du discours du président chinois Xi Jinping.
10. En mai 2017, la Chine accueillera un forum sur l'initiative « Ceinture et Route » pour la coopération internationale à Beijing. Cette rencontre visera à discuter des moyens de renforcer la coopération, de construire de nouvelles plateformes de coopération et de partager les fruits de cette coopération. Elle permettra également de réfléchir à des moyens de résoudre les problèmes auxquels les économies globale et régionales sont confrontées, de faire émerger de nouvelles énergies pour parvenir à un développement interconnecté, et de faire en sorte que l'initiative « Ceinture et Route » profite largement aux peuples et aux pays impliqués dans sa mise en place.",Photo,,,"01/27/2018 04:30:00 AM"," ",46995,46609,0,82151,81510,0,826,580,655,1,1,80475,45888,0,0,781,0,0,0,0,0,0,0,0,0,0,4,258,4,7,261,6,309,292,,,342,313,,,,1,,,,1,,
169799706487474_1247671098700324,https://www.facebook.com/CGTNFrancais/posts/1247671098700324,"Il ne reste que 13 jours avant l’ouverture de la 23e édition des Jeux Olympiques d’hiver de PyeongChang, qui comprendront 15 épreuves. CGTN Français vous présentera une épreuve olympique par jour. Jour 3 : le ski de fond. Le ski de fond consiste à traverser un paysage enneigé dans le temps le plus court possible. Contrairement au ski alpin, cette épreuve n’est pas limitée aux zones pentues ; elle peut se pratiquer sur n’importe quel terrain recouvert de neige et permet ainsi aux participants d’apprécier la beauté du paysage. L'équipe chinoise de ski de fond a remporté 4 qualifications pour les Jeux Olympiques d'hiver de PyeongChang.",Photo,,,"01/27/2018 04:00:01 AM"," ",46460,45735,0,88126,86676,0,932,481,552,1,1,85676,45283,0,0,904,0,0,0,0,0,0,0,0,0,0,10,455,6,16,456,6,230,286,,,260,292,,,,1,,,,1,,
169799706487474_1247037878763646,https://www.facebook.com/CGTNFrancais/posts/1247037878763646,"#UnAnDiscoursXiDavos Le président chinois Xi Jinping a prononcé un discours durant la cérémonie d'ouverture de la réunion annuelle du Forum économique mondial, à Davos en Suisse, le 17 janvier 2017. Voici les dix points à retenir du discours du président chinois Xi Jinping.
9. La Chine aspire à améliorer les performances de la croissance économique, à renforcer la vitalité des marchés pour insuffler une nouvelle dynamique à la croissance, à cultiver un environnement ordonné et propice aux investissements, et à travailler vigoureusement à la création d'un environnement extérieur ouvert et favorable au développement commun.",Photo,,,"01/27/2018 03:30:00 AM"," ",54693,54191,0,105613,104583,0,1003,649,751,3,3,103354,53398,0,0,959,0,0,0,0,0,0,0,0,0,0,4,352,1,6,352,1,383,307,,,433,318,,,1,2,,,1,2,,
169799706487474_1247566992044068,https://www.facebook.com/CGTNFrancais/posts/1247566992044068,"La Chine a publié vendredi un livre blanc sur sa politique en Arctique, s'engageant à saisir les opportunités et à faire face aux défis de la région avec toutes les parties concernées. &quot;La Chine, en tant que grand pays responsable, est prête à coopérer avec toutes les parties concernées pour saisir l'opportunité historique du développement de l'Arctique, afin de répondre aux défis apportés par les changements de la région&quot;, indique le livre blanc publié par le Bureau de l'information du Conseil des Affaires d'Etat.",Photo,,,"01/27/2018 02:00:00 AM"," ",38104,37666,0,75632,74658,0,632,369,417,5,6,73649,36895,0,0,604,0,0,0,0,0,0,0,0,0,0,4,284,2,6,285,2,239,151,,,263,154,,,3,3,,,3,3,,
169799706487474_1247730142027753,https://www.facebook.com/CGTNFrancais/videos/1247730142027753/,"Culture Express 01/27",Video,,,"01/27/2018 01:00:34 AM"," ",25321,24728,0,38897,37765,0,2344,1877,2389,4,4,26268,15984,0,0,2121,15,15,0,0,5739,5911,0,0,11509,787368,37,635,95,47,926,106,693,4,1462,,827,5,1557,,1,3,,,1,3,,
169799706487474_1247037228763711,https://www.facebook.com/CGTNFrancais/posts/1247037228763711,"#UnAnDiscoursXiDavos Le président chinois Xi Jinping a prononcé un discours durant la cérémonie d'ouverture de la réunion annuelle du Forum économique mondial, à Davos en Suisse, le 17 janvier 2017. Voici les dix points à retenir du discours du président chinois Xi Jinping.
8. La Chine est devenue la deuxième puissance économique du monde, grâce à 38 ans de réforme et d'ouverture. La voie qu'elle suit est sans détour, et elle mène à un avenir radieux. Si la Chine a réussi à parcourir un tel chemin, c'est parce que le peuple chinois a su, sous la direction du Parti communiste chinois, tracer une voie de développement adaptée à la situation actuelle de la Chine.",Photo,,,"01/27/2018 12:30:00 AM"," ",61451,60730,0,126824,125309,0,1271,861,962,4,4,123703,60316,0,0,1214,0,0,0,0,0,0,0,0,0,0,12,409,2,14,412,2,538,349,,,600,362,,,3,1,,,3,1,,
169799706487474_1247704188697015,https://www.facebook.com/CGTNFrancais/videos/1247704188697015/,"Une cour péruvienne étudie la question de savoir si l'ex-président du Pérou Alberto Fujimori devrait être renvoyé en prison. Il a été condamné en 2009 à 25 ans de prison pour crimes contre l'humanité.",Video,,,"01/26/2018 11:44:11 PM"," ",18437,18423,0,32447,32402,0,1033,977,1808,1,1,30582,17452,0,0,917,63,65,0,0,2900,2991,0,0,5839,153982,5,97,1,5,106,1,869,2,613,,1118,2,688,,1,,,,1,,,
169799706487474_1247672232033544,https://www.facebook.com/CGTNFrancais/videos/1247672232033544/,"Une compagnie chinoise construit des serres pour l'Égypte, afin de permettre au pays de cultiver des légumes dans le désert. Le projet est le plus grand en son genre dans le monde de la construction. Reportage.",Video,,,"01/26/2018 10:34:05 PM"," ",43694,42849,0,77416,76381,0,2997,2859,4964,3,3,73928,41017,0,0,2776,667,674,0,0,6855,7057,0,0,9239,114025,48,270,5,49,284,6,2667,7,1787,,3075,7,1882,,1,2,,,1,2,,
169799706487474_1247033008764133,https://www.facebook.com/CGTNFrancais/posts/1247033008764133,"#TopCGTN Des centaines de kilos d'ivoire d'éléphants et d'écailles de pangolin ont été saisies en Côte d'Ivoire, et 6 trafiquants arrêtés, a annoncé la police ivoirienne jeudi. La valeur de la marchandise saisie s'élève à 400 000 dollars (environ 324 000 euros) pour l'ivoire, et 350.000 dollars (environ 280 941 euros) pour les écailles sur le marché international.",Photo,,,"01/26/2018 12:00:00 PM"," ",177084,172427,0,320136,312689,0,7958,5848,6634,16,17,309325,169447,0,0,7640,0,0,0,0,0,0,0,0,0,0,138,2249,10,142,2299,10,1714,4365,,,1938,4696,,,8,9,,,8,8,,
169799706487474_1246982578769176,https://www.facebook.com/CGTNFrancais/videos/1246982578769176/,"Le 1er secteur à être durement touché par les conséquences de la Révolution égyptienne de 2011 est le tourisme. L'immobilier est aussi l'un des secteurs les plus affectés par ces événements. Après sept ans de ce soulèvement populaire, qu'en advient-il de ces secteurs? Les témoignages des jeunes qui travaillaient dans ces domaines dans ce reportage.",Video,,,"01/26/2018 11:00:00 AM"," ",29969,29941,0,57155,57054,0,1980,1895,3382,1,1,54764,28692,0,0,1835,115,117,0,0,3770,4084,0,0,7497,177577,6,166,5,6,177,6,1742,41,1119,,2126,43,1213,,1,,,,1,,,
169799706487474_1247035872097180,https://www.facebook.com/CGTNFrancais/posts/1247035872097180,"#TopCGTN La nouvelle saison nautique démarre et avec elle, son lot d'évènements ! À commencer par les salons nautiques de référence : le salon nautique de New York, aux Etats-Unis, a démarré le 24 janvier.  En voilà un petit aperçu !",Photo,,,"01/26/2018 10:30:01 AM"," ",126219,124783,0,229857,226020,0,4664,2933,3483,7,7,223478,122675,0,0,4523,0,0,0,0,0,0,0,0,0,0,73,1993,8,79,1994,8,757,2282,,,978,2505,,,2,5,,,2,5,,
169799706487474_1246981475435953,https://www.facebook.com/CGTNFrancais/videos/1246981475435953/,"#Foruméconomiquemondial Trump rencontre la Première ministre britannique et le Premier ministre israélien.",Video,,,"01/26/2018 10:00:00 AM"," ",17837,17794,0,35779,35552,0,872,783,1270,5,5,34697,17292,0,0,814,280,284,0,0,1784,1901,0,0,3919,41107,12,107,5,21,111,5,710,29,355,,850,31,389,,2,3,,,2,3,,
169799706487474_1246980465436054,https://www.facebook.com/CGTNFrancais/videos/1246980465436054/,"#Incendieencoréedusud Au moins 33 personnes ont été tuées dans l’incendie d’un hôpital.",Video,,,"01/26/2018 09:00:00 AM"," ",26269,26023,0,51326,51114,0,1621,1526,2851,3,3,49676,25481,0,0,1526,509,524,0,0,3206,3431,0,0,4208,31785,14,154,3,14,165,3,1446,14,898,,1822,15,1014,,3,,,,3,,,
169799706487474_1246979372102830,https://www.facebook.com/CGTNFrancais/posts/1246979372102830,"La Chine développera un prototype de train à sustentation magnétique qui pourra atteindre la vitesse maximale de 600 km/h d'ici 2020, ont annoncé jeudi ses développeurs. Selon la CRRC Qingdao Sifang Co., un comité d'évaluation a approuvé un plan pour développer le train à sustentation magnétique et ses infrastructures logistiques.",Photo,,,"01/26/2018 08:01:00 AM"," ",177502,168248,0,321097,304119,0,8092,4848,5984,18,20,301410,165762,0,0,7659,0,0,0,0,0,0,0,0,0,0,281,3648,19,288,3685,20,1231,4017,,,1570,4414,,,13,7,,,12,7,,
169799706487474_1247049338762500,https://www.facebook.com/CGTNFrancais/posts/1247049338762500,"#TopCGTN Une application pour envoyer les vidéos d'incivilités dont on est témoin à la police, à Nice !  Depuis le 15 janvier,  la ville des Alpes-Maritimes teste une application développée en Israël, qui permet d'appeler la police lorsqu'on voit une incivilité, de filmer l'incident en temps réel, dont la vidéo est envoyée simultanément au centre de vidéosurveillance de la police municipale.",Photo,,,"01/26/2018 07:30:00 AM"," ",90972,90443,0,154605,153107,0,2411,1404,1658,8,8,151351,88445,0,0,2350,0,0,0,0,0,0,0,0,0,0,28,1081,6,28,1111,14,672,816,,,791,867,,,4,4,,,4,4,,
169799706487474_1246977275436373,https://www.facebook.com/CGTNFrancais/posts/1246977275436373,"L'installation &quot;Birds Fly Around With You&quot; exposée lors du Festival des lumières de Toronto, au Canada, le 24 janvier 2018. Ce festival annuel se déroule du 19 janvier au 4 mars.",Photo,,,"01/26/2018 07:00:00 AM"," ",80243,79693,0,148830,147262,0,2424,1414,1628,7,7,145526,78367,0,0,2354,0,0,0,0,0,0,0,0,0,0,47,1100,3,48,1125,3,420,1069,,,486,1142,,,3,4,,,3,4,,
169799706487474_1246880502112717,https://www.facebook.com/CGTNFrancais/posts/1246880502112717,"Alors que la France est traversée par une vague d'intempéries hivernales, quelque 23 départements français ont été placés ce lundi en vigilance orange par Météo France pour risques d'inondation, dont trois qui ont également été mis en alerte pour risques d'avalanche. A Paris, la Seine commençait à déborder lundi, atteignant 4,33m, soit un niveau supérieur à la crue de 2010, mais toutefois inférieur à celle de juin 2016 (6,10 m) et à la &quot;crue du siècle&quot; de 1910, lorsque le fleuve avait atteint 8,62 m. Plusieurs routes ont été bloquées.",Photo,,,"01/26/2018 06:00:01 AM"," ",187423,184124,0,347660,340689,0,10357,7442,8845,19,19,337264,181766,0,0,9941,0,0,0,0,0,0,0,0,0,0,147,3206,25,154,3309,26,1885,5987,,,2471,6374,,,10,9,,,10,9,,
169799706487474_1246864125447688,https://www.facebook.com/CGTNFrancais/posts/1246864125447688,"#QingdaoOCS La ville de Qingdao organisera en juin 2018 le Sommet de l'Organisation de Coopération de Shanghai (OCS), a affirmé jeudi le gouverneur de la province chinoise du Shandong (est). Le Shandong est la terre natale de plusieurs penseurs chinois anciens, dont Confucius. En 2017, le PIB de la province a dépassé 7.200 milliards de yuans (près de 1.100 milliards de dollars).",Photo,,,"01/26/2018 05:00:00 AM"," ",81254,80069,0,150892,149051,0,2637,1677,2008,6,6,147285,79198,0,0,2542,0,0,0,0,0,0,0,0,0,0,48,1013,5,50,1031,6,539,1249,,,645,1362,,,4,2,,,4,2,,
169799706487474_1246980998769334,https://www.facebook.com/CGTNFrancais/posts/1246980998769334,"#JO2018 Il ne reste que 14 jours avant l’ouverture de la 23e édition des Jeux Olympiques d’hiver de PyeongChang, qui comprendront 15 épreuves. CGTN Français vous présentera une épreuve olympique par jour.
Jour 2 : le biathlon. Le biathlon est originaire de la Péninsule Scandinave, issue de l'ancienne chasse au ski. C'est un sport qui associe deux disciplines très différentes, le ski de fond et le tir à la carabine. Les athlètes placent la carabine dans leur dos, couvrent une certaine distance à ski, puis se présentent au stand de tir pour tirer. Deux positions différentes sont prévues pour le tir : couché sur le ventre et debout. Le classement final dépend du temps du parcours à ski et de la précision au tir.",Photo,,,"01/26/2018 04:00:01 AM"," ",69910,69583,0,126175,125647,0,2181,1358,1492,2,2,123964,68523,0,0,2141,0,0,0,0,0,0,0,0,0,0,19,843,2,20,849,2,451,953,,,506,986,,,1,1,,,1,1,,
169799706487474_1246861238781310,https://www.facebook.com/CGTNFrancais/posts/1246861238781310,"La Chine a honoré jeudi un groupe de taikonautes en leur décernant le titre de &quot;modèles de notre époque&quot;. Le Département de la Communication du Comité central du Parti Communiste chinois (PCC) a accordé des médailles et des certificats d'honneur à tous les membres du Corps des Taikonautes de l'Armée populaire de Libération (APL), qui célébrera ce mois-ci son 20e anniversaire.",Photo,,,"01/26/2018 04:00:01 AM"," ",47946,47506,0,89474,88957,0,1203,687,796,2,2,87697,46640,0,0,1171,0,0,0,0,0,0,0,0,0,0,18,539,4,20,548,4,268,455,,,308,488,,,2,,,,2,,,
169799706487474_1247027068764727,https://www.facebook.com/CGTNFrancais/posts/1247027068764727,"#UnAnDiscoursXiDavos Le président chinois Xi Jinping a prononcé un discours durant la cérémonie d'ouverture de la réunion annuelle du Forum économique mondial, à Davos en Suisse, le 17 janvier 2017. Voici les dix points à retenir du discours du président chinois Xi Jinping.
7. L'Accord de Paris est un accomplissement remarquable, fruit d'un dur travail ; il est conforme aux tendances de fond du développement global. Tous les signataires doivent s'y conformer, et ne pas refuser d'honorer leurs engagements, car il s'agit d'une responsabilité que nous devons tous assumer pour le bien des générations futures.",Photo,,,"01/26/2018 03:30:00 AM"," ",45812,45812,0,87540,87493,0,781,569,627,3,4,86170,44881,0,0,741,0,0,0,0,0,0,0,0,0,0,1,217,1,1,225,1,313,275,,,343,284,,,4,,,,3,,,
